"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1999-07-04,88,95,80,0.00,,
1999-07-05,88,95,80,0.00,,
1999-07-06,80,88,72,0.00,,
1999-07-07,77,88,66,0.00,,
1999-07-08,78,88,67,0.00,,
1999-07-09,80,88,72,0.03,,
1999-07-10,69,76,61,0.00,,
1999-07-11,71,82,59,0.00,,
1999-07-12,73,82,63,0.00,,
1999-07-13,75,86,64,0.00,,
1999-07-14,79,89,68,0.00,,
1999-07-15,81,92,70,0.00,,
1999-07-16,85,95,74,0.00,,
1999-07-17,77,82,71,1.29,,
1999-07-18,79,86,71,0.00,,
1999-07-19,81,90,72,0.05,,
1999-07-20,78,84,72,0.01,,
1999-07-21,85,95,75,0.82,,
1999-07-22,85,94,76,0.00,,
1999-07-23,85,95,75,0.05,,
1999-07-24,85,96,74,0.00,,
1999-07-25,89,98,79,0.00,,
1999-07-26,85,90,79,0.03,,
1999-07-27,82,88,76,0.00,,
1999-07-28,87,95,78,0.00,,
1999-07-29,88,99,76,0.00,,
1999-07-30,94,104,84,0.00,,
1999-07-31,85,91,79,0.00,,
1999-08-01,77,84,70,0.00,,
1999-08-02,75,81,68,0.00,,
1999-08-03,75,85,65,0.00,,
1999-08-04,78,85,70,0.00,,
1999-08-05,73,80,66,0.00,,
1999-08-06,77,89,65,0.00,,
1999-08-07,75,78,71,0.13,,
1999-08-08,70,74,65,0.00,,
1999-08-09,68,79,57,0.04,,0.0
1999-08-10,80,90,69,0.01,,
1999-08-11,78,86,70,0.00,,
1999-08-12,71,76,65,0.39,,
1999-08-13,74,81,66,0.02,,
1999-08-14,67,74,60,0.00,,
1999-08-15,70,81,58,0.00,,
1999-08-16,75,86,63,0.00,,
1999-08-17,79,88,69,0.00,,
1999-08-18,70,75,65,0.02,,
1999-08-19,69,74,64,0.62,,
1999-08-20,69,77,61,0.00,,
1999-08-21,67,76,58,0.00,,
1999-08-22,70,79,60,0.00,,
1999-08-23,73,79,67,0.34,,
1999-08-24,71,75,67,0.62,,
1999-08-25,70,72,67,0.16,,
1999-08-26,73,80,65,0.00,,
1999-08-27,76,86,66,0.00,,
1999-08-28,81,90,71,0.00,,
1999-08-29,71,77,65,0.00,,
1999-08-30,65,69,61,0.00,,
1999-08-31,68,79,57,0.00,,
1999-09-01,74,85,63,0.00,,
1999-09-02,78,91,65,0.00,,
1999-09-03,80,91,69,0.00,,
1999-09-04,80,91,69,0.00,,
1999-09-05,82,94,70,0.00,,
1999-09-06,69,77,61,0.00,,
1999-09-07,69,80,57,0.00,,
1999-09-08,75,86,64,0.00,,
1999-09-09,63,72,54,0.00,,
1999-09-10,64,76,51,0.00,,
1999-09-11,68,82,53,0.00,,
1999-09-12,71,82,59,0.25,,
1999-09-13,62,69,54,0.00,,
1999-09-14,62,73,50,0.00,,
1999-09-15,59,70,48,0.00,,
1999-09-16,60,68,52,0.00,,
1999-09-17,60,70,50,0.00,,
1999-09-18,66,78,54,0.00,,
1999-09-19,69,81,56,0.06,,
1999-09-20,61,67,54,0.00,,
1999-09-21,55,62,48,0.07,,
1999-09-22,60,74,46,0.00,,
1999-09-23,67,81,52,0.00,,
1999-09-24,61,66,55,0.00,,
1999-09-25,65,80,50,0.00,,
1999-09-26,75,87,62,0.00,,
1999-09-27,68,75,61,0.21,,
1999-09-28,61,69,53,1.52,,
1999-09-29,57,65,49,0.16,,
1999-09-30,58,71,44,0.00,,
1999-10-01,54,63,44,0.00,,
1999-10-02,50,58,41,0.09,,
1999-10-03,46,49,42,0.70,,
1999-10-04,49,55,42,0.00,,
1999-10-05,53,65,40,0.00,,
1999-10-06,53,60,45,0.00,,
1999-10-07,60,74,46,0.00,,
1999-10-08,61,63,58,0.03,,
1999-10-09,63,69,56,0.00,,
1999-10-10,68,80,56,0.00,,
1999-10-11,59,68,49,0.00,,
1999-10-12,64,76,51,0.00,,
1999-10-13,58,67,48,0.05,,
1999-10-14,52,61,42,0.00,,
1999-10-15,65,80,50,0.00,,
1999-10-16,61,70,52,0.06,,
1999-10-17,47,53,40,0.00,,
1999-10-18,46,53,38,0.00,,
1999-10-19,51,60,42,0.00,,
1999-10-20,46,54,37,0.00,,
1999-10-21,55,70,39,0.00,,
1999-10-22,52,61,43,0.00,,
1999-10-23,45,50,39,0.00,,
1999-10-24,41,51,30,0.00,,
1999-10-25,51,66,36,0.00,,
1999-10-26,54,62,46,0.00,,
1999-10-27,53,63,42,0.00,,
1999-10-28,66,81,51,0.00,,0.0
1999-10-29,65,79,50,0.00,,
1999-10-30,68,77,59,0.00,,
1999-10-31,61,68,53,0.00,,
1999-11-01,63,76,49,0.05,,
1999-11-02,43,49,37,0.00,,
1999-11-03,39,48,30,0.00,,
1999-11-04,50,66,34,0.00,,
1999-11-05,58,68,47,0.00,,
1999-11-06,48,58,38,0.00,,
1999-11-07,46,56,36,0.00,,
1999-11-08,59,74,44,0.00,,
1999-11-09,66,75,57,0.00,,
1999-11-10,60,71,49,0.00,,
1999-11-11,46,49,43,0.00,,
1999-11-12,50,60,39,0.00,,
1999-11-13,57,71,43,0.00,,
1999-11-14,49,60,37,0.00,,
1999-11-15,43,52,33,0.00,,
1999-11-16,42,48,35,0.00,,
1999-11-17,43,50,35,0.00,,
1999-11-18,58,71,44,0.00,,
1999-11-19,50,59,40,0.02,,
1999-11-20,41,45,37,0.00,,
1999-11-21,45,54,36,0.00,,
1999-11-22,56,62,49,0.18,,
1999-11-23,54,65,42,0.33,,
1999-11-24,41,47,35,0.00,,
1999-11-25,39,48,30,0.00,,
1999-11-26,42,48,35,0.02,,
1999-11-27,42,49,34,0.00,,
1999-11-28,38,47,28,0.00,,
1999-11-29,34,39,28,0.00,,
1999-11-30,33,41,24,0.00,,
1999-12-01,38,45,30,0.00,,
1999-12-02,51,59,42,0.00,,
1999-12-03,54,57,50,0.39,,
1999-12-04,52,55,48,0.79,,
1999-12-05,40,48,32,0.85,,
1999-12-06,34,38,29,0.00,,
1999-12-07,35,42,28,0.00,,
1999-12-08,41,49,32,0.00,,
1999-12-09,48,53,42,0.04,,
1999-12-10,36,42,30,0.00,,
1999-12-11,34,41,26,0.00,,
1999-12-12,37,42,32,0.00,,
1999-12-13,37,46,28,0.00,,
1999-12-14,38,40,35,0.18,,
1999-12-15,37,40,34,0.16,,
1999-12-16,29,34,23,0.00,,
1999-12-17,27,32,21,0.08,,
1999-12-18,23,31,14,0.01,,
1999-12-19,33,40,26,0.00,,
1999-12-20,23,38,8,0.00,,
1999-12-21,10,17,3,0.00,,
1999-12-22,15,19,10,0.00,,
1999-12-23,12,18,6,0.00,,
1999-12-24,16,22,9,0.00,,
1999-12-25,19,31,7,0.00,,
1999-12-26,29,34,24,0.00,,
1999-12-27,22,28,15,0.00,,
1999-12-28,23,32,13,0.00,,
1999-12-29,39,48,29,0.00,,0.0
1999-12-30,36,41,30,0.01,,
1999-12-31,34,42,26,0.00,,
2000-01-01,43,50,35,0.00,,
2000-01-02,49,61,37,0.01,,
2000-01-03,38,41,34,0.14,,
2000-01-04,29,34,23,0.01,,
2000-01-05,22,27,16,0.00,,
2000-01-06,35,43,27,0.00,,
2000-01-07,27,30,23,0.00,,
2000-01-08,38,46,29,0.05,,
2000-01-09,40,42,37,0.15,,
2000-01-10,44,47,40,0.11,,
2000-01-11,35,39,30,0.00,,
2000-01-12,33,38,28,0.00,,
2000-01-13,23,28,18,0.00,,
2000-01-14,23,29,16,0.00,,
2000-01-15,36,44,28,0.00,,
2000-01-16,33,39,26,0.00,,
2000-01-17,23,26,19,0.00,,
2000-01-18,26,32,20,0.00,,
2000-01-19,23,29,16,0.00,,
2000-01-20,14,25,2,0.00,,
2000-01-21,7,15,-2,0.00,,
2000-01-22,13,28,-2,0.00,,
2000-01-23,17,29,4,0.00,,
2000-01-24,8,18,-2,0.00,,
2000-01-25,19,24,14,0.00,,
2000-01-26,12,25,-1,0.00,,
2000-01-27,20,25,15,0.04,,
2000-01-28,21,29,13,0.14,,
2000-01-29,24,28,20,0.00,,
2000-01-30,26,28,24,0.00,,
2000-01-31,18,25,11,0.00,,
2000-02-01,24,30,18,0.01,,
2000-02-02,22,33,11,0.00,,
2000-02-03,34,39,29,0.06,,
2000-02-04,26,32,19,0.00,,
2000-02-05,22,27,16,0.00,,
2000-02-06,27,34,20,0.00,,
2000-02-07,31,37,24,0.00,,
2000-02-08,26,34,17,0.00,,
2000-02-09,41,50,32,0.00,,
2000-02-10,39,45,32,0.00,,
2000-02-11,37,50,23,0.00,,
2000-02-12,27,35,18,0.00,,
2000-02-13,31,32,30,0.00,,
2000-02-14,29,34,24,0.00,,
2000-02-15,34,43,24,0.00,,
2000-02-16,33,40,25,0.00,,
2000-02-17,30,36,24,0.00,,
2000-02-18,31,32,29,0.00,,
2000-02-19,30,33,27,0.05,,
2000-02-20,28,34,22,0.00,,
2000-02-21,36,48,23,0.00,,
2000-02-22,52,60,43,0.00,,
2000-02-23,58,66,50,0.00,,
2000-02-24,56,66,46,0.59,,
2000-02-25,59,73,44,0.01,,
2000-02-26,57,64,50,0.17,,
2000-02-27,47,53,40,0.00,,
2000-02-28,47,61,33,0.00,,
2000-02-29,55,65,45,0.00,,
2000-03-01,52,64,39,0.01,,
2000-03-02,41,50,32,0.00,,
2000-03-03,37,47,27,0.00,,
2000-03-04,46,63,29,0.00,,
2000-03-05,54,69,39,0.00,,
2000-03-06,56,70,42,0.00,,
2000-03-07,66,79,53,0.00,,
2000-03-08,68,79,57,0.02,,
2000-03-09,47,64,30,0.01,,
2000-03-10,53,,28,0.00,,
2000-03-11,31,35,27,0.00,,
2000-03-12,36,49,23,0.00,,
2000-03-13,41,47,35,0.03,,
2000-03-14,46,59,32,0.00,,
2000-03-15,52,67,36,0.14,,
2000-03-16,36,41,31,0.00,,
2000-03-17,33,36,30,0.00,,
2000-03-18,36,44,27,0.00,,
2000-03-19,42,46,37,0.23,,
2000-03-20,50,56,44,0.25,,
2000-03-21,45,52,37,0.01,,
2000-03-22,50,60,40,0.00,,
2000-03-23,54,63,44,0.00,,
2000-03-24,61,71,50,0.05,,
2000-03-25,54,61,47,0.00,,
2000-03-26,54,69,38,0.19,,
2000-03-27,48,56,39,0.04,,
2000-03-28,50,65,34,0.01,,
2000-03-29,41,49,32,0.00,,
2000-03-30,41,50,32,0.00,,
2000-03-31,48,63,32,0.00,,
2000-04-01,53,57,48,0.00,,
2000-04-02,52,57,46,0.00,,
2000-04-03,53,61,44,0.01,,
2000-04-04,40,47,33,0.00,,
2000-04-05,48,64,31,0.00,,
2000-04-06,56,64,47,0.00,,
2000-04-07,48,62,33,0.39,,
2000-04-08,35,41,29,0.01,,
2000-04-09,45,58,32,0.00,,
2000-04-10,37,40,34,0.12,,
2000-04-11,36,40,32,0.00,,
2000-04-12,41,52,30,0.00,,
2000-04-13,51,64,38,0.00,,
2000-04-14,61,76,46,0.00,,
2000-04-15,59,76,42,0.00,,
2000-04-16,50,59,41,0.88,,
2000-04-17,45,48,41,0.00,,
2000-04-18,48,55,41,0.00,,
2000-04-19,55,59,50,0.62,,
2000-04-20,56,68,43,1.41,,
2000-04-21,53,68,38,0.48,,
2000-04-22,50,65,34,0.00,,
2000-04-23,48,51,45,0.17,,
2000-04-24,54,65,43,0.00,,
2000-04-25,52,61,42,0.00,,
2000-04-26,53,64,41,0.00,,
2000-04-27,56,68,44,0.00,,
2000-04-28,55,68,42,0.00,,
2000-04-29,55,67,42,0.00,,
2000-04-30,56,72,40,0.00,,
2000-05-01,57,65,49,0.32,,
2000-05-02,59,71,47,0.00,,
2000-05-03,67,78,55,0.00,,
2000-05-04,73,82,63,0.00,,
2000-05-05,75,85,64,0.00,,
2000-05-06,76,87,65,0.00,,
2000-05-07,74,79,68,0.00,,
2000-05-08,77,87,66,0.83,,
2000-05-09,60,67,52,0.71,,
2000-05-10,56,65,47,0.00,,
2000-05-11,70,79,60,0.23,,
2000-05-12,74,86,62,0.39,,
2000-05-13,55,62,47,0.00,,
2000-05-14,53,64,42,0.00,,
2000-05-15,58,71,45,0.00,,
2000-05-16,70,85,55,0.16,,
2000-05-17,63,70,56,0.03,,
2000-05-18,59,71,47,0.52,,
2000-05-19,48,49,46,0.01,,
2000-05-20,54,60,48,0.00,,
2000-05-21,60,70,49,0.00,,
2000-05-22,68,79,57,0.14,,
2000-05-23,69,83,55,0.00,,
2000-05-24,72,83,61,0.00,,
2000-05-25,69,83,54,0.00,,
2000-05-26,66,72,59,0.07,,
2000-05-27,63,69,56,1.38,,
2000-05-28,57,61,52,0.19,,
2000-05-29,58,68,48,0.00,,
2000-05-30,69,81,57,0.03,,
2000-05-31,69,78,59,0.85,,
2000-06-01,74,88,60,0.11,,
2000-06-02,64,73,55,0.00,,
2000-06-03,65,78,52,0.00,,
2000-06-04,58,62,54,0.04,,
2000-06-05,57,63,50,0.44,,
2000-06-06,59,72,46,0.00,,
2000-06-07,67,80,54,0.00,,
2000-06-08,78,90,66,0.00,,
2000-06-09,79,90,68,0.00,,
2000-06-10,82,90,73,0.06,,
2000-06-11,72,83,60,0.66,,
2000-06-12,63,70,56,0.42,,
2000-06-13,71,83,59,0.28,,
2000-06-14,75,83,67,0.67,,
2000-06-15,77,90,63,0.00,,
2000-06-16,70,76,63,0.01,,
2000-06-17,62,65,58,0.00,,
2000-06-18,67,75,58,0.01,,
2000-06-19,71,82,60,0.00,,
2000-06-20,75,82,68,0.54,,
2000-06-21,75,81,69,0.00,,
2000-06-22,74,83,64,0.00,,
2000-06-23,76,87,64,0.08,,
2000-06-24,73,79,67,0.77,,
2000-06-25,76,86,65,0.01,,
2000-06-26,75,82,67,0.00,,
2000-06-27,73,83,62,0.00,,
2000-06-28,66,72,60,0.09,,
2000-06-29,68,77,58,0.01,,
2000-06-30,70,81,58,0.00,,
2000-07-01,73,83,63,0.00,,
2000-07-02,78,87,68,0.78,,
2000-07-03,77,87,66,0.26,,
2000-07-04,72,79,65,0.00,,
2000-07-05,77,85,69,0.00,,
2000-07-06,75,83,67,0.00,,
2000-07-07,72,78,66,0.00,,
2000-07-08,76,86,66,0.00,,
2000-07-09,81,90,72,0.00,,
2000-07-10,75,83,67,0.95,,
2000-07-11,72,78,65,0.00,,
2000-07-12,80,90,69,0.00,,
2000-07-13,78,88,67,0.00,,
2000-07-14,80,88,72,0.00,,
2000-07-15,74,80,68,0.00,,
2000-07-16,74,84,64,0.00,,
2000-07-17,80,88,71,0.00,,
2000-07-18,69,75,62,0.03,,
2000-07-19,66,70,61,0.00,,
2000-07-20,69,77,61,0.00,,
2000-07-21,68,76,60,0.00,,
2000-07-22,67,75,59,0.00,,
2000-07-23,66,74,57,0.00,,
2000-07-24,68,79,56,0.00,,
2000-07-25,74,83,64,0.00,,
2000-07-26,76,85,66,0.00,,
2000-07-27,79,87,70,0.41,,
2000-07-28,77,84,69,0.05,,
2000-07-29,75,79,70,0.00,,
2000-07-30,74,77,70,0.34,,
2000-07-31,70,72,67,0.33,,
2000-08-01,76,85,66,0.02,,
2000-08-02,78,88,67,0.06,,
2000-08-03,73,88,58,0.00,,
2000-08-04,69,80,58,0.00,,
2000-08-05,71,77,64,0.31,,
2000-08-06,79,89,69,0.81,,
2000-08-07,77,86,68,0.00,,
2000-08-08,79,85,72,0.00,,
2000-08-09,80,90,70,0.00,,
2000-08-10,77,87,66,0.00,,
2000-08-11,73,80,66,0.00,,
2000-08-12,74,84,64,0.00,,
2000-08-13,71,82,60,0.00,,
2000-08-14,78,88,68,0.00,,
2000-08-15,84,93,74,0.00,,
2000-08-16,73,78,67,0.00,,
2000-08-17,70,77,63,1.21,,
2000-08-18,69,76,62,0.00,,
2000-08-19,67,73,60,0.00,,
2000-08-20,69,75,63,0.00,,
2000-08-21,70,81,59,0.00,,
2000-08-22,79,86,71,0.00,,
2000-08-23,79,86,71,0.02,,
2000-08-24,75,82,67,0.00,,
2000-08-25,75,85,64,0.00,,
2000-08-26,76,82,69,0.00,,
2000-08-27,74,78,69,0.00,,
2000-08-28,77,86,67,0.00,,
2000-08-29,81,88,73,0.00,,
2000-08-30,81,89,73,0.00,,
2000-08-31,84,94,73,0.00,,
2000-09-01,84,94,73,0.00,,
2000-09-02,84,93,74,0.00,,
2000-09-03,79,86,72,0.00,,
2000-09-04,67,72,62,0.02,,
2000-09-05,63,68,58,0.00,,
2000-09-06,66,76,56,0.00,,
2000-09-07,78,90,65,0.00,,
2000-09-08,78,84,71,0.00,,
2000-09-09,78,86,69,0.00,,
2000-09-10,78,83,72,0.34,,
2000-09-11,77,90,64,0.19,,
2000-09-12,65,72,57,0.23,,
2000-09-13,68,80,55,0.00,,
2000-09-14,67,75,58,0.17,,
2000-09-15,58,65,50,0.00,,
2000-09-16,58,69,47,0.00,,
2000-09-17,69,80,57,0.00,,
2000-09-18,73,89,57,0.00,,
2000-09-19,79,91,66,0.00,,
2000-09-20,60,68,52,0.01,,
2000-09-21,69,,47,0.01,,
2000-09-22,62,72,52,0.00,,
2000-09-23,66,72,59,0.01,,
2000-09-24,56,60,51,0.00,,
2000-09-25,51,56,45,0.00,,
2000-09-26,57,70,43,0.00,,
2000-09-27,60,71,49,0.00,,
2000-09-28,59,68,50,0.00,,
2000-09-29,63,75,50,0.00,,
2000-09-30,67,79,54,0.00,,
2000-10-01,73,84,61,0.00,,
2000-10-02,72,82,62,0.00,,
2000-10-03,63,72,53,0.75,,
2000-10-04,58,62,54,0.34,,
2000-10-05,53,59,47,0.17,,
2000-10-06,43,49,36,0.00,,
2000-10-07,41,49,32,0.14,,
2000-10-08,41,47,34,0.08,,
2000-10-09,46,58,33,0.00,,
2000-10-10,49,62,36,0.00,,
2000-10-11,53,66,39,0.00,,
2000-10-12,60,74,45,0.00,,
2000-10-13,67,79,54,0.00,,
2000-10-14,69,75,62,0.01,,
2000-10-15,61,69,53,0.03,,
2000-10-16,54,60,47,0.01,,
2000-10-17,59,72,45,0.00,,
2000-10-18,57,69,45,0.00,,
2000-10-19,64,76,51,0.00,,
2000-10-20,65,77,53,0.00,,
2000-10-21,62,70,54,0.00,,
2000-10-22,61,69,53,0.00,,
2000-10-23,65,72,58,0.02,,
2000-10-24,64,70,58,0.25,,
2000-10-25,64,70,58,0.00,,
2000-10-26,70,77,63,0.16,,
2000-10-27,63,72,53,0.00,,
2000-10-28,51,54,47,0.00,,
2000-10-29,48,56,39,0.00,,
2000-10-30,53,64,42,0.00,,
2000-10-31,62,72,52,0.00,,
2000-11-01,67,75,59,0.00,,
2000-11-02,58,64,51,0.04,,
2000-11-03,53,60,45,0.00,,
2000-11-04,47,55,39,0.00,,
2000-11-05,51,61,40,0.00,,
2000-11-06,51,54,47,0.55,,
2000-11-07,50,59,41,0.00,,
2000-11-08,43,50,36,0.07,,
2000-11-09,43,49,37,0.78,,
2000-11-10,39,45,33,0.00,,
2000-11-11,39,48,30,0.00,,
2000-11-12,45,49,41,0.08,,
2000-11-13,37,44,30,0.27,,
2000-11-14,33,35,30,0.00,,
2000-11-15,32,40,24,0.00,,
2000-11-16,37,44,30,0.00,,
2000-11-17,31,34,28,0.00,0.1,
2000-11-18,29,35,23,0.00,,
2000-11-19,33,43,23,0.02,,
2000-11-20,25,29,20,0.00,0.3,0.0
2000-11-21,21,25,16,0.00,,
2000-11-22,24,32,16,0.00,,
2000-11-23,30,38,22,0.00,,
2000-11-24,35,46,24,0.00,,
2000-11-25,40,46,34,0.21,,
2000-11-26,41,43,38,0.09,,
2000-11-27,35,39,31,0.00,,
2000-11-28,37,42,31,0.00,,
2000-11-29,36,38,33,0.09,,
2000-11-30,38,39,36,0.00,,
2000-12-01,36,37,34,0.01,,
2000-12-02,33,36,29,0.00,,
2000-12-03,30,35,24,0.00,,
2000-12-04,32,38,26,0.00,,
2000-12-05,24,34,13,0.00,,
2000-12-06,18,22,13,0.00,0.2,0.0
2000-12-07,27,33,21,0.00,1.9,0.0
2000-12-08,21,30,12,0.00,0.0,2.0
2000-12-09,21,31,11,0.00,0.0,2.0
2000-12-10,33,36,29,0.06,,1.0
2000-12-11,25,32,17,1.00,14.3,2.0
2000-12-12,8,17,-1,0.00,0.0,14.0
2000-12-13,11,25,-3,0.35,4.1,12.0
2000-12-14,23,31,14,0.06,,16.0
2000-12-15,21,32,10,0.00,0.0,14.0
2000-12-16,27,35,18,0.42,,11.0
2000-12-17,10,18,2,0.00,0.0,10.0
2000-12-18,10,18,1,,,
2000-12-19,16,22,9,,0.6,
2000-12-20,9,19,-1,0.00,1.6,12.0
2000-12-21,8,20,-4,0.00,1.7,13.0
2000-12-22,0,7,-7,0.00,,13.0
2000-12-23,10,21,-2,0.00,,13.0
2000-12-24,6,12,-1,0.00,,13.0
2000-12-25,10,19,0,0.00,,12.0
2000-12-26,15,20,9,0.00,,12.0
2000-12-27,14,19,9,0.00,,13.0
2000-12-28,16,21,11,0.00,,13.0
2000-12-29,21,26,15,0.00,,
2000-12-30,29,32,25,,,
2000-12-31,23,29,16,0.00,,19.0
2001-01-01,20,26,13,0.00,,17.0
2001-01-02,14,20,7,0.00,,16.0
2001-01-03,18,28,7,0.00,,15.0
2001-01-04,28,32,23,0.00,,14.0
2001-01-05,30,37,22,0.00,0.0,13.0
2001-01-06,28,35,20,0.00,0.0,13.0
2001-01-07,29,35,23,0.00,,12.0
2001-01-08,23,29,17,0.00,,12.0
2001-01-09,19,25,12,0.00,,11.0
2001-01-10,28,35,20,0.00,,11.0
2001-01-11,32,40,24,0.00,,11.0
2001-01-12,33,37,28,0.00,,10.0
2001-01-13,36,38,34,0.00,,9.0
2001-01-14,36,38,33,0.23,,8.0
2001-01-15,34,36,32,0.01,,5.0
2001-01-16,30,32,27,0.00,,4.0
2001-01-17,24,27,20,0.00,,4.0
2001-01-18,26,32,19,0.00,,4.0
2001-01-19,24,29,19,0.00,,3.0
2001-01-20,20,26,14,0.00,,3.0
2001-01-21,20,28,12,0.00,,3.0
2001-01-22,22,30,13,0.00,0.0,3.0
2001-01-23,30,36,23,0.00,,3.0
2001-01-24,24,29,19,0.00,0.1,3.0
2001-01-25,21,26,15,0.00,,3.0
2001-01-26,28,32,23,0.00,,3.0
2001-01-27,22,27,17,0.00,,4.0
2001-01-28,23,30,15,0.00,0.4,4.0
2001-01-29,37,43,30,0.67,,4.0
2001-01-30,37,40,33,0.16,,1.0
2001-01-31,33,36,29,0.00,,1.0
2001-02-01,20,34,6,0.00,,
2001-02-02,7,14,0,0.00,,
2001-02-03,22,32,12,0.00,,
2001-02-04,34,36,32,0.02,,
2001-02-05,30,32,28,0.00,,
2001-02-06,32,39,25,0.12,,
2001-02-07,29,37,21,0.01,,
2001-02-08,44,53,35,0.67,,
2001-02-09,38,54,21,0.50,1.2,0.0
2001-02-10,18,22,14,0.00,,1.0
2001-02-11,21,28,13,0.00,,1.0
2001-02-12,32,39,25,0.00,,
2001-02-13,37,40,33,0.05,,
2001-02-14,35,38,31,0.15,,
2001-02-15,32,34,30,0.00,,
2001-02-16,24,32,16,0.00,,
2001-02-17,15,22,8,0.00,,
2001-02-18,21,33,9,0.00,,
2001-02-19,37,45,28,0.00,,
2001-02-20,30,40,19,0.00,,
2001-02-21,18,24,11,0.00,,
2001-02-22,25,29,21,0.00,,
2001-02-23,24,30,18,0.01,,
2001-02-24,41,57,24,1.27,,
2001-02-25,43,57,29,0.00,,
2001-02-26,32,41,23,0.00,,
2001-02-27,26,32,19,0.00,,
2001-02-28,21,29,13,0.00,,
2001-03-01,32,42,21,0.00,,
2001-03-02,37,42,31,0.00,,
2001-03-03,38,49,27,0.00,,
2001-03-04,30,35,25,0.00,,
2001-03-05,25,30,19,0.00,,
2001-03-06,29,35,22,0.00,,
2001-03-07,35,46,23,0.00,,
2001-03-08,33,37,28,0.00,,
2001-03-09,35,45,24,0.00,,
2001-03-10,38,50,25,0.05,,
2001-03-11,36,41,30,0.07,,
2001-03-12,41,50,32,0.17,,
2001-03-13,41,50,32,0.00,,
2001-03-14,41,51,31,0.03,,
2001-03-15,42,47,37,0.41,,
2001-03-16,35,37,32,0.11,,
2001-03-17,34,38,29,0.08,,5.0
2001-03-18,35,46,24,0.00,,3.0
2001-03-19,38,46,30,0.00,,
2001-03-20,42,50,33,0.00,,
2001-03-21,43,54,31,0.00,,
2001-03-22,44,57,31,0.00,,
2001-03-23,43,51,35,0.00,,
2001-03-24,34,44,23,0.00,,
2001-03-25,23,26,20,0.00,,
2001-03-26,25,33,17,0.00,,
2001-03-27,33,40,25,0.00,,
2001-03-28,39,50,28,0.00,,
2001-03-29,43,48,37,0.01,,
2001-03-30,44,51,37,0.00,,
2001-03-31,47,56,37,0.07,,
2001-04-01,40,49,31,0.00,,
2001-04-02,48,62,34,0.00,,
2001-04-03,49,61,37,0.00,,
2001-04-04,46,53,38,0.00,,
2001-04-05,52,63,41,0.40,,
2001-04-06,55,65,45,0.29,,
2001-04-07,65,83,46,0.00,,
2001-04-08,63,82,44,0.00,,
2001-04-09,55,63,46,0.27,,
2001-04-10,50,54,46,0.00,,
2001-04-11,65,77,53,0.53,,
2001-04-12,57,67,47,0.00,,
2001-04-13,59,76,42,0.00,,
2001-04-14,56,66,46,0.01,,
2001-04-15,52,58,45,0.70,,
2001-04-16,38,45,30,0.00,,
2001-04-17,38,45,30,0.00,,1.0
2001-04-18,44,56,31,0.00,,
2001-04-19,55,69,41,0.00,,
2001-04-20,66,78,53,0.35,,
2001-04-21,67,80,54,0.45,,
2001-04-22,67,80,54,0.19,,
2001-04-23,60,74,45,0.05,,
2001-04-24,53,62,44,0.00,,
2001-04-25,64,80,48,0.00,,
2001-04-26,62,77,47,0.00,,
2001-04-27,56,64,48,0.00,,
2001-04-28,61,77,45,0.00,,
2001-04-29,64,77,51,0.00,,
2001-04-30,72,87,57,0.00,,
2001-05-01,75,85,65,0.00,,
2001-05-02,74,83,64,0.00,,
2001-05-03,74,87,60,0.00,,
2001-05-04,58,65,51,0.00,,
2001-05-05,60,67,53,0.03,,
2001-05-06,69,82,56,0.14,,
2001-05-07,62,70,54,0.22,,
2001-05-08,64,77,50,0.00,,
2001-05-09,70,82,57,0.00,,
2001-05-10,74,86,61,0.31,,
2001-05-11,57,67,46,0.41,,
2001-05-12,50,57,43,0.01,,
2001-05-13,55,69,41,0.00,,
2001-05-14,60,68,51,0.11,,
2001-05-15,77,91,62,0.00,,
2001-05-16,79,91,66,0.09,,
2001-05-17,77,87,67,0.04,,
2001-05-18,66,74,58,0.18,,
2001-05-19,65,74,56,0.00,,
2001-05-20,67,79,55,0.00,,
2001-05-21,63,71,54,0.00,,
2001-05-22,55,63,47,,,
2001-05-23,55,62,47,0.00,,
2001-05-24,54,61,47,0.00,,
2001-05-25,54,60,47,0.00,,
2001-05-26,51,57,45,0.00,,
2001-05-27,55,59,50,,,
2001-05-28,59,66,51,,,
2001-05-29,58,65,51,0.23,,
2001-05-30,54,60,47,0.00,,
2001-05-31,57,62,51,1.04,,
2001-06-01,58,65,50,0.03,,
2001-06-02,57,61,53,0.00,,
2001-06-03,54,58,50,0.00,,
2001-06-04,52,56,48,0.00,,
2001-06-05,55,59,50,0.65,,
2001-06-06,61,67,54,0.00,,
2001-06-07,61,68,54,0.00,,
2001-06-08,63,74,51,0.00,,
2001-06-09,70,82,58,0.00,,
2001-06-10,75,85,65,0.00,,
2001-06-11,77,88,66,0.15,,
2001-06-12,76,87,64,0.50,,
2001-06-13,84,93,74,0.00,,
2001-06-14,82,93,70,0.52,,
2001-06-15,72,78,66,0.00,,
2001-06-16,75,88,61,0.00,,
2001-06-17,76,88,63,0.01,,
2001-06-18,81,93,69,0.10,,
2001-06-19,77,87,67,0.00,,
2001-06-20,77,87,66,0.00,,
